gene,IR1_S64_1,IR1_S64_2,IR2_S65_1,IR2_S65_2,IR3_S66_1,IR3_S66_2,IR4_S67_1,IR4_S67_2,IR5_S68_1,IR5_S68_2,IR6_S69_1,IR6_S69_2,RN1_S55_1,RN1_S55_2,RN2_S56_1,RN2_S56_2,RN3_S57_1,RN3_S57_2,RN4_S58_1,RN4_S58_2,RN5_S59_1,RN5_S59_2,RN6_S60_1,RN6_S60_2,HE4_S165_1,HE4_S165_2,HE5_S166_1,HE5_S166_2,HE6_S167_1,HE6_S167_2
gene-SHERM_02679,0,0,0,0,0,0,0,0,0,0,11,9,6,0,0,4,0,0,0,0,0,10,5,3,22,33,30,29,0,14
gene-SHERM_02680,0,6,10,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,52,57,42,25,23
gene-SHERM_02686,635,643,618,604,574,597,367,359,384,380,436,421,473,504,530,544,487,505,502,508,402,431,621,625,228,265,231,240,108,89
gene-SHERM_02704,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,0,5,0,3,0,0,0,0,11,15,0,25,23,28
gene-SHERM_02717,0,5,7,5,0,0,13,0,11,0,19,15,0,5,0,0,0,4,0,0,7,0,0,5,0,0,0,0,0,0
gene-SHERM_02750,0,6,10,9,8,0,0,6,7,0,12,14,7,0,0,4,0,0,0,4,0,0,0,7,25,37,19,15,21,15
gene-SHERM_02779,0,9,6,0,0,6,0,0,0,3,0,0,0,10,0,4,10,0,0,0,0,0,0,0,7,0,9,0,12,18
gene-SHERM_02843,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,9,8,0,0,5,0,31,0,29,32,26,21
gene-SHERM_02901,25,20,26,21,20,32,16,15,5,10,24,20,37,33,23,27,20,31,20,26,14,12,34,22,23,22,20,14,9,8
gene-SHERM_02948,38,48,42,42,51,45,14,26,16,29,41,34,48,51,37,42,45,43,48,34,18,29,60,37,363,368,452,486,233,226
gene-SHERM_02958,3,0,0,2,0,4,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,7,0,4,3,9,5
gene-SHERM_02983,5,8,3,3,7,6,3,0,0,3,5,4,0,11,10,0,4,5,0,5,0,0,0,0,25,18,16,20,6,10
gene-SHERM_03013,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,6,0,6,16,30,0,40,33,54,55
gene-SHERM_03019,0,3,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,3,0,0,0,0,0,0,50,58,45,43,23,32
gene-SHERM_03023,36,32,32,0,0,25,33,16,0,0,28,33,35,33,0,36,36,36,17,0,0,0,9,0,118,120,110,109,0,42
gene-SHERM_03028,33,39,41,33,29,52,22,20,11,15,27,28,42,32,61,50,51,52,30,26,19,24,28,23,16,29,27,26,10,8
gene-SHERM_03042,3,0,2,3,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,61,60,65,71,33,45
gene-SHERM_03059,6,24,13,8,9,10,8,4,0,5,5,4,5,6,20,10,9,9,4,3,0,0,0,0,35,40,25,63,26,28
gene-SHERM_03061,208,216,182,168,189,177,116,103,76,85,175,169,188,177,195,198,188,181,137,116,106,107,111,100,79,94,113,119,63,71
gene-SHERM_03074,0,15,9,0,10,0,0,7,0,0,0,10,10,9,5,7,8,0,8,4,0,7,8,9,21,32,39,43,33,20
gene-SHERM_03075,0,9,13,15,14,12,5,6,0,0,0,0,16,19,18,0,0,16,0,0,0,0,0,0,153,105,134,138,76,57
gene-SHERM_03078,0,619,0,0,0,0,0,0,0,0,0,0,337,0,340,370,0,0,327,0,0,0,0,0,77,76,70,76,35,33
gene-SHERM_03084,6,8,7,0,3,5,6,2,3,5,12,5,4,9,0,8,6,0,7,8,5,6,10,0,0,3,0,6,0,0
gene-SHERM_03092,5,2,0,2,9,0,2,4,2,5,2,7,6,2,3,1,5,3,5,6,10,4,2,6,3,4,3,3,0,1
gene-SHERM_03094,205,245,167,147,205,246,53,49,43,50,91,78,163,145,223,236,185,189,71,72,53,57,48,51,0,7,11,0,21,18
gene-SHERM_03085,0,4,0,6,17,16,13,12,14,18,27,20,8,19,9,15,7,14,16,25,26,9,11,11,10,4,0,0,0,6
gene-SHERM_03108,12,0,18,0,0,0,0,0,0,0,0,0,13,0,0,13,14,19,14,0,0,0,10,0,17,0,20,22,17,0
gene-SHERM_03117,10,14,8,9,14,12,12,10,5,9,7,12,17,18,20,9,10,10,0,0,0,7,4,0,35,43,52,53,16,25
gene-SHERM_03133,0,0,0,0,0,0,10,12,13,8,16,32,4,8,7,2,0,0,0,10,8,11,0,10,15,12,13,19,7,5
gene-SHERM_03134,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,5,0,0,15,0,0,6,0,0,10,20,25,15,25
gene-SHERM_03159,0,0,0,0,0,0,3,0,5,4,0,0,3,5,5,3,0,0,4,5,3,9,9,0,16,10,16,24,7,14
gene-SHERM_03160,63,57,49,47,53,57,34,31,35,24,40,46,50,58,37,50,47,60,20,15,17,9,9,12,240,282,270,242,100,132
gene-SHERM_03169,22,8,14,20,32,34,12,12,7,6,15,20,19,24,34,23,21,28,19,36,18,18,18,17,15,15,13,21,14,4
gene-SHERM_03174,0,11,12,12,15,0,6,0,0,0,4,0,9,9,7,5,0,7,10,6,0,7,0,14,23,15,23,35,16,25
gene-SHERM_03195,0,10,0,0,0,11,4,0,4,0,0,0,0,0,0,4,0,0,0,17,4,0,6,16,0,22,15,14,20,13
gene-SHERM_03212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,5,15,13,17,20,26,30
gene-SHERM_03273,7,5,3,21,0,5,9,0,0,4,7,0,11,0,0,0,11,0,0,0,0,0,0,0,7,15,13,13,16,10
gene-SHERM_03281,37,29,34,36,28,44,5,6,3,0,0,0,29,22,24,29,29,37,2,0,2,0,0,0,12,5,9,13,0,5
gene-SHERM_03305,0,0,0,0,0,0,0,38,0,0,0,46,0,0,0,0,0,0,0,19,26,0,20,0,144,146,135,121,55,69
gene-SHERM_03308,10,12,6,10,6,7,0,0,3,0,6,0,6,6,6,7,12,7,0,0,0,0,0,0,10,20,9,18,17,0
gene-SHERM_03321,36,33,36,43,45,36,13,0,0,0,20,22,42,41,48,37,35,38,11,0,8,0,13,0,0,7,11,12,0,11
gene-SHERM_03323,21,23,10,18,12,14,17,9,11,13,14,25,25,16,19,17,15,12,6,14,4,12,11,10,7,12,7,4,2,3
gene-SHERM_03327,25,22,24,21,28,25,22,30,35,18,51,65,36,28,20,18,26,36,33,36,26,28,34,44,14,16,32,28,18,15
gene-SHERM_03340,7,4,0,0,0,9,0,0,0,0,7,10,0,0,7,4,0,5,0,0,0,0,0,0,16,22,18,24,23,22
gene-SHERM_03381,39,39,26,35,40,44,17,17,24,12,14,32,20,24,23,39,30,38,17,17,15,9,0,20,242,281,231,213,112,119
gene-SHERM_03402,18,10,10,17,14,20,29,31,39,27,52,57,21,15,26,21,20,15,42,41,41,23,30,26,21,11,23,20,15,17
gene-SHERM_03420,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,7,0,2,0,5,0,0,24,20,17,19,26,17
gene-SHERM_03436,26,40,33,30,32,25,0,0,0,0,0,0,40,39,46,30,35,32,0,0,0,2,4,8,0,0,0,12,18,22
gene-SHERM_03450,3,5,0,3,0,0,2,0,0,0,3,0,5,0,5,6,0,0,0,0,3,0,3,0,92,92,81,65,37,51
gene-SHERM_03458,15,16,17,21,15,20,73,87,51,70,116,98,30,17,27,23,16,22,31,20,27,33,41,28,32,47,53,51,20,15
gene-SHERM_03459,12,7,12,12,0,13,59,52,18,33,69,77,16,17,26,13,14,24,14,25,19,16,10,20,37,33,38,46,14,18
gene-SHERM_03468,23,30,0,35,23,20,24,0,0,0,0,0,0,0,23,0,0,22,0,0,0,0,0,0,27,25,22,27,27,30
gene-SHERM_03484,60,107,78,66,79,86,35,29,28,30,56,60,89,91,104,96,107,105,58,46,60,37,45,43,41,41,31,31,13,9
gene-SHERM_03503,212,207,167,219,186,217,77,78,65,76,172,172,216,225,217,245,193,188,101,105,96,99,115,123,95,95,94,112,47,47
gene-SHERM_03519,123,130,127,122,124,122,81,61,79,69,80,74,153,130,122,133,139,181,118,146,104,84,115,125,62,68,75,65,37,29
gene-SHERM_03523,0,0,0,0,33,0,0,0,0,0,0,0,51,36,0,0,32,0,0,0,14,0,15,0,118,113,110,0,42,64
gene-SHERM_03552,29,26,22,0,22,17,0,20,0,12,0,0,24,30,23,0,33,34,0,0,14,0,0,13,109,148,123,145,43,38
gene-SHERM_03570,57,58,50,45,42,54,13,15,9,0,16,0,61,56,57,54,36,59,19,0,10,8,0,0,0,5,0,0,0,0
gene-SHERM_03584,79,81,98,85,110,107,24,27,36,31,49,36,106,111,116,123,99,113,27,21,18,0,18,32,71,59,69,54,25,29
gene-SHERM_03598,24,19,19,26,13,21,0,0,0,0,0,0,24,17,22,22,13,15,6,0,0,0,2,0,138,177,197,201,103,100
gene-SHERM_03611,9,14,13,7,11,11,0,0,0,0,0,0,14,6,7,12,10,9,0,0,0,0,0,0,68,57,49,77,33,33
gene-SHERM_03612,7,10,0,7,7,8,0,0,0,0,0,0,11,6,0,0,12,0,0,0,0,0,0,0,50,55,42,48,22,26
gene-SHERM_03624,8,0,0,9,0,7,0,12,0,0,0,11,0,0,0,0,6,0,5,10,8,0,5,0,20,27,22,0,9,8
gene-SHERM_03629,0,3,0,5,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,4,0,4,0,11,9,15,29,32
gene-SHERM_03627,0,0,0,0,0,4,0,0,0,2,0,11,0,4,8,0,2,0,7,6,0,4,0,3,0,0,0,0,0,0
gene-SHERM_03681,4,5,0,5,4,5,4,0,0,0,0,5,0,6,0,6,8,3,4,5,4,6,13,6,20,17,27,24,25,27
gene-SHERM_03684,0,0,6,6,3,0,3,0,0,0,0,0,0,2,0,0,2,0,4,6,0,6,8,4,18,17,19,40,49,37
gene-SHERM_03706,30,32,26,29,29,31,17,0,0,18,0,33,27,26,30,34,34,0,26,36,27,0,0,30,24,19,18,16,0,15
gene-SHERM_03720,18,18,19,15,0,15,14,0,14,8,19,18,0,19,23,19,20,28,8,8,0,0,0,0,81,54,68,68,32,47
gene-SHERM_03723,4,3,0,0,3,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,20,30,10,17,3,7
gene-SHERM_03733,0,0,0,0,0,0,6,0,3,4,0,0,4,6,0,0,0,8,0,0,0,0,0,0,26,19,32,30,10,8
gene-SHERM_03735,30,33,24,17,28,38,39,38,43,39,80,80,22,38,30,28,37,38,41,69,47,42,44,55,38,46,34,44,14,18
gene-SHERM_03743,184,162,155,164,217,203,62,65,60,70,122,119,142,128,153,172,113,106,148,148,109,127,127,151,1225,1254,1765,1804,909,849
gene-SHERM_03748,20,26,21,0,17,13,11,0,12,0,29,0,14,25,23,21,20,18,14,0,9,0,13,17,112,123,136,118,63,45
gene-SHERM_03779,0,11,21,20,8,19,17,0,0,5,13,21,0,18,27,25,17,12,9,6,0,0,10,7,91,117,70,75,36,37
gene-SHERM_03782,9,12,14,17,8,11,6,0,3,0,0,11,11,12,9,14,17,5,0,0,0,11,0,13,47,47,49,33,25,21
gene-SHERM_03817,11,13,10,8,0,5,3,4,0,0,6,9,9,8,8,13,8,14,6,6,0,0,0,0,37,32,34,49,48,53
gene-SHERM_03819,10,9,0,13,0,7,0,0,0,3,6,15,9,11,11,8,0,0,0,0,0,0,0,0,29,35,28,37,10,12
gene-SHERM_03824,6,10,11,9,12,9,0,8,5,8,22,5,0,6,10,6,0,0,11,0,9,0,9,14,57,57,60,58,34,32
gene-SHERM_03908,0,2,2,3,0,1,5,2,5,3,3,5,2,2,4,7,10,3,0,2,0,0,0,2,11,16,6,14,6,7
gene-SHERM_03956,9,10,7,11,0,13,0,0,0,5,10,9,8,0,9,9,5,8,0,7,0,0,4,0,32,42,32,31,11,14
gene-SHERM_04032,37,40,50,41,63,60,72,65,54,70,155,155,62,66,49,68,76,81,88,98,101,85,73,105,0,2,2,0,0,0
gene-SHERM_04043,3,0,3,0,0,0,0,0,0,0,4,0,0,0,4,4,3,4,2,2,0,3,9,4,11,4,15,14,24,22
gene-SHERM_04062,0,0,2,6,0,9,0,9,7,11,16,12,12,12,19,8,12,7,17,15,0,4,14,0,26,15,17,23,36,23
gene-SHERM_04085,320,320,252,252,260,262,241,222,187,200,180,180,262,252,288,291,243,296,222,217,193,185,227,251,38,50,61,62,24,31
gene-SHERM_04089,19,20,21,24,24,25,23,16,14,0,33,35,19,26,21,18,25,27,25,19,16,24,13,13,15,8,21,17,7,0
gene-SHERM_04093,0,0,7,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,38,30,18,22,8,6
gene-SHERM_04105,12,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,25,16,29,26,30,32
gene-SHERM_04122,57,50,35,31,27,38,0,3,0,0,7,7,32,24,35,25,33,32,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_04119,13,7,21,0,11,0,0,0,0,0,0,20,11,10,0,18,13,10,0,18,0,0,6,0,78,92,58,61,26,25
gene-SHERM_04123,103,114,96,103,160,140,11,8,3,7,8,6,89,82,99,111,104,84,1,2,6,8,4,4,6,4,4,5,2,2
gene-SHERM_04142,5,8,10,6,4,9,2,2,1,1,11,6,2,2,5,3,1,1,5,2,5,3,3,4,92,72,86,90,35,33
gene-SHERM_04143,5,3,0,0,0,5,0,0,0,0,0,4,5,0,0,4,8,4,0,4,0,2,3,3,16,21,18,22,15,11
gene-SHERM_04149,2,0,0,2,4,4,2,2,2,2,1,3,6,0,5,5,3,6,0,0,2,2,0,4,25,10,16,10,16,17
gene-SHERM_04168,21,32,33,22,33,21,50,53,29,37,52,82,40,29,36,49,24,32,36,52,31,33,37,42,34,36,35,28,0,15
gene-SHERM_04174,113,137,100,99,98,102,115,123,93,100,245,238,103,98,113,95,92,85,136,161,128,111,173,153,127,152,129,116,49,43
gene-SHERM_04186,19,8,12,0,0,0,6,0,0,0,18,0,0,14,12,0,11,10,0,10,7,14,21,12,34,25,49,50,100,81
gene-SHERM_04189,0,5,0,0,0,4,3,0,0,8,0,7,0,3,3,0,0,0,0,0,0,0,0,0,16,17,27,40,27,30
gene-SHERM_04229,1,2,2,3,1,2,3,4,2,0,4,12,3,2,5,4,5,9,0,0,0,3,0,2,16,18,20,19,3,5
gene-SHERM_04251,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,0,9,0,8,15,18,30,30
gene-SHERM_04255,10,0,10,0,6,11,23,23,18,15,32,25,0,4,6,10,13,7,10,23,20,15,8,13,6,0,0,6,11,0
gene-SHERM_04269,0,0,0,0,0,0,0,3,0,0,5,9,0,0,3,0,0,0,0,4,0,3,0,0,22,26,20,26,16,15
gene-SHERM_04300,47,46,39,37,65,47,17,0,6,6,10,0,43,45,42,62,47,43,7,0,16,20,10,7,179,149,164,158,99,101
gene-SHERM_04311,4,0,4,9,3,4,0,5,4,5,12,11,0,5,0,3,0,5,5,10,0,8,12,7,28,23,26,21,13,12
gene-SHERM_04329,11,7,0,0,9,4,3,3,0,0,0,0,6,0,0,7,7,7,4,3,5,0,2,0,106,79,69,53,41,39
gene-SHERM_04328,0,9,6,4,7,0,0,0,0,0,0,0,5,3,7,0,3,0,0,0,4,2,0,3,32,38,17,23,7,13
gene-SHERM_04403,6,7,0,0,7,0,0,0,8,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,6,0,22,36,33
gene-SHERM_04406,4,9,10,2,0,0,0,0,5,0,9,6,0,8,0,3,0,0,0,0,0,0,0,0,27,28,24,27,10,12
gene-SHERM_04413,6,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,7,0,7,7,0,0,0,5,14,10,17,17,5,8
gene-SHERM_04421,33,0,38,0,48,53,0,0,22,19,0,54,0,0,49,0,46,52,0,0,0,0,0,0,143,168,152,167,68,74
gene-SHERM_04428,0,0,0,0,0,0,7,5,6,9,0,13,0,6,0,0,0,0,0,6,0,10,0,11,14,12,14,23,7,0
gene-SHERM_04450,17,24,28,22,23,17,0,0,0,0,0,13,26,0,29,26,23,32,17,18,11,16,7,10,66,69,57,85,28,24
gene-SHERM_04456,14,12,13,7,16,8,6,5,6,0,11,15,14,18,8,11,9,9,0,8,9,6,0,0,75,85,57,77,45,47
gene-SHERM_04459,7,10,8,0,6,13,0,0,0,0,0,0,7,0,6,9,8,0,0,0,0,0,8,0,62,35,43,31,34,30
gene-SHERM_04460,15,9,0,12,18,17,20,12,0,6,24,19,12,17,14,13,24,0,24,11,13,0,0,9,0,6,0,0,0,6
gene-SHERM_04466,51,51,43,44,44,43,98,106,71,70,145,168,48,50,48,51,32,51,86,78,68,65,83,73,36,38,36,49,15,18
gene-SHERM_04473,23,28,20,13,0,16,191,190,141,161,324,322,33,41,26,20,27,33,133,134,93,110,124,96,11,25,13,16,10,7
gene-SHERM_04489,12,13,6,0,0,10,0,0,6,0,10,7,0,6,12,6,0,7,12,14,8,5,9,6,56,73,45,65,25,29
gene-SHERM_04488,12,12,0,10,8,0,4,0,0,3,4,6,0,0,0,5,6,3,9,16,0,0,15,6,70,63,54,67,41,45
gene-SHERM_04529,2,0,0,5,5,6,9,8,0,6,18,18,0,0,0,2,0,0,15,12,0,8,6,11,0,0,0,0,0,0
gene-SHERM_04539,27,34,44,35,45,51,25,29,21,20,15,17,8,20,17,17,25,40,30,31,19,20,23,19,17,18,11,25,5,12
gene-SHERM_04544,9,5,8,5,4,12,2,6,2,5,8,10,4,8,2,5,4,9,4,2,10,10,4,5,5,8,2,2,2,7
gene-SHERM_00209,3,2,4,5,8,4,9,3,2,2,9,8,4,3,8,5,6,3,2,4,1,0,4,2,0,0,0,0,0,0
gene-SHERM_00211,12,11,10,11,13,13,4,9,16,6,13,14,5,17,10,9,9,6,14,10,16,5,8,19,2,8,4,2,3,2
gene-SHERM_00228,9,13,9,8,15,13,29,24,20,14,26,28,14,11,7,0,14,14,9,13,9,14,0,12,24,22,15,17,0,8
gene-SHERM_00245,75,104,94,99,105,95,52,44,23,30,79,78,99,93,104,116,107,109,51,46,37,54,40,33,35,29,49,37,46,50
gene-SHERM_00260,10,4,5,11,9,5,0,2,0,1,4,5,8,9,18,22,7,8,7,2,0,4,4,0,0,0,0,0,0,0
gene-SHERM_04608,8,14,0,7,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,9,0,63,64,38,34,26,23
gene-SHERM_04616,0,0,2,0,0,0,4,5,3,0,7,3,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,5,0,2
gene-SHERM_04646,6,6,0,5,7,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,5,0,12,15,11,13,9,7
gene-SHERM_04666,0,0,0,4,2,0,0,6,0,0,2,0,5,0,0,0,3,2,0,0,0,0,0,0,21,0,16,20,0,10
gene-SHERM_04688,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,4,3,7,15,9,15,13,7
gene-SHERM_04710,0,13,0,0,10,13,4,0,0,0,3,0,8,8,12,0,0,7,0,0,0,4,0,0,54,43,50,35,0,18
gene-SHERM_04694,0,7,4,0,0,7,12,9,0,3,16,9,0,0,0,0,0,7,6,0,0,5,0,9,7,16,27,31,44,52
gene-SHERM_04744,33,38,23,23,19,21,12,21,9,20,49,37,22,29,34,38,24,19,16,10,14,13,0,20,372,342,320,358,125,136
gene-SHERM_04788,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,7,0,4,0,0,6,5,20,27,0,14,7,12
gene-SHERM_04824,10,6,7,17,10,6,4,6,0,0,9,8,7,6,6,9,8,13,3,6,0,0,3,4,43,41,32,37,22,23
gene-SHERM_04823,0,8,0,11,13,0,0,0,0,0,0,11,8,6,0,0,8,8,0,0,0,0,0,0,31,32,28,19,0,0
gene-SHERM_04842,0,0,0,8,8,0,5,0,4,0,0,0,9,7,11,5,9,0,9,0,0,8,0,8,23,20,30,29,16,10
gene-SHERM_04856,0,0,10,0,0,0,7,0,0,0,0,8,0,7,9,8,6,13,7,7,0,0,0,3,53,61,54,68,18,34
gene-SHERM_04896,13,12,10,9,5,11,0,0,0,0,0,0,0,13,13,9,8,0,0,0,3,0,0,0,49,50,58,51,28,36
gene-SHERM_04902,3,0,1,0,2,2,0,2,0,0,0,1,0,1,2,1,0,0,0,0,0,1,2,2,31,35,31,26,17,24
gene-SHERM_04940,34,31,31,26,37,35,24,19,29,20,22,38,26,28,29,31,27,34,33,22,15,26,21,25,317,288,302,316,128,136
gene-SHERM_04944,0,12,15,0,0,14,0,0,0,0,0,0,10,8,0,15,0,0,0,0,0,0,0,0,19,27,30,24,0,12
gene-SHERM_04966,11,0,0,0,7,8,0,5,0,0,0,9,9,8,6,0,10,9,11,7,0,0,0,5,50,58,47,46,20,24
gene-SHERM_04991,6,3,0,0,0,5,0,0,0,0,2,4,0,0,0,1,0,0,0,7,0,0,0,4,14,22,22,20,14,6
gene-SHERM_04989,25,10,8,8,0,10,0,2,0,8,14,9,6,0,0,4,6,14,9,0,0,5,0,0,35,29,32,30,23,33
gene-SHERM_04997,5,11,8,0,0,6,0,0,0,0,0,4,0,5,0,8,0,0,4,0,0,6,0,6,18,24,13,32,27,29
gene-SHERM_04999,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,6,0,9,0,0,0,0,9,0,16,14,19,0,15,10
gene-SHERM_05038,13,11,13,8,12,0,0,0,0,0,5,0,15,12,10,12,0,9,3,0,0,3,8,0,25,31,11,12,14,17
gene-SHERM_05054,17,23,14,0,0,21,7,6,0,0,11,15,21,24,14,16,0,27,0,0,0,0,6,7,48,60,36,42,29,40
gene-SHERM_05071,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,7,14,29,28,21,45,30
gene-SHERM_05065,11,5,0,0,0,0,0,0,0,0,0,0,11,0,0,5,9,9,0,0,0,0,0,0,25,27,17,18,35,18
gene-SHERM_05095,31,35,21,30,22,20,67,100,59,52,103,112,16,31,22,19,30,28,0,19,20,28,0,24,0,0,0,0,22,15
gene-SHERM_05143,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,5,0,0,3,0,0,0,0,17,11,11,13,9,15
gene-SHERM_05150,0,0,7,0,5,0,6,14,9,12,17,20,0,0,0,10,0,12,13,0,4,0,6,8,25,22,29,19,19,18
gene-SHERM_05149,0,0,4,0,0,0,0,5,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,7,19,10,10
gene-SHERM_05156,21,20,19,0,15,0,9,16,0,14,20,25,11,16,26,8,0,12,0,10,0,0,0,0,78,64,61,63,25,43
gene-SHERM_05170,15,13,16,16,21,17,0,0,0,2,0,0,6,6,9,9,9,14,0,3,0,0,0,0,11,6,8,15,3,3
gene-SHERM_05163,0,17,0,8,7,9,0,0,0,4,8,0,0,0,10,12,0,0,0,0,0,0,0,0,22,33,37,33,15,20
gene-SHERM_05196,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,6,38,61,44,41,26,24
gene-SHERM_05208,0,3,7,0,0,0,0,3,0,3,0,2,0,0,0,0,0,3,8,0,5,0,0,0,16,13,13,13,7,6
gene-SHERM_05221,33,25,30,21,23,37,35,24,18,15,36,27,18,30,18,30,28,14,16,10,3,4,8,10,12,16,10,10,5,5
gene-SHERM_05295,31,31,18,28,16,21,25,15,13,12,20,19,26,19,20,14,0,31,0,0,11,5,0,8,93,88,69,94,30,27
gene-SHERM_05301,17,16,21,15,0,15,13,11,5,0,19,29,16,12,23,20,20,22,4,12,0,5,10,0,125,131,119,129,57,30
gene-SHERM_05319,4,4,8,0,0,6,0,4,0,5,6,0,4,0,9,13,8,8,0,0,0,0,0,0,22,25,22,31,23,12
gene-SHERM_05322,0,0,0,0,0,0,0,0,0,0,17,0,11,0,0,0,0,0,19,13,0,0,9,0,35,0,39,30,36,33
gene-SHERM_05348,0,5,0,3,0,0,6,0,0,6,6,0,5,5,7,0,0,12,0,0,0,0,0,0,48,36,42,37,15,25
gene-SHERM_05366,2,0,2,0,3,2,1,0,2,0,0,2,0,8,1,2,2,2,0,2,2,4,2,2,16,29,21,22,6,7
gene-SHERM_05374,0,0,4,0,0,0,0,10,0,0,9,14,0,4,9,10,0,7,15,0,0,0,5,7,19,29,29,24,24,24
gene-SHERM_05390,12,9,9,17,4,12,0,8,0,4,0,14,9,16,6,0,17,18,14,8,0,0,10,12,68,56,61,56,26,32
gene-SHERM_05395,0,0,15,7,0,15,0,0,0,0,0,10,6,6,0,4,0,6,3,0,0,8,6,4,22,22,38,35,33,25
gene-SHERM_05402,0,0,6,4,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,41,35,26,41,0,22
gene-SHERM_05422,35,32,37,32,42,32,15,0,3,0,35,17,45,50,48,47,38,37,18,17,8,17,17,14,0,0,4,0,13,13
gene-SHERM_05426,36,43,44,36,64,61,37,22,25,39,36,40,64,46,43,50,64,73,48,44,46,48,47,53,25,24,23,28,9,14
gene-SHERM_05436,61,47,39,35,33,45,12,11,13,28,37,25,35,40,39,45,23,29,46,43,23,24,27,31,1125,1243,989,960,392,424
gene-SHERM_05469,0,0,10,6,8,11,0,6,0,0,0,0,0,0,19,9,10,0,0,0,0,0,0,0,31,46,34,35,12,19
gene-SHERM_05485,32,34,17,25,30,38,0,17,14,22,18,17,37,24,35,26,29,29,14,18,12,10,9,9,22,24,23,16,0,7
gene-SHERM_05490,11,15,9,10,6,17,3,7,0,0,11,13,5,0,6,7,0,14,12,0,8,9,6,0,0,0,4,13,0,0
gene-SHERM_05492,19,18,13,28,23,17,6,11,7,9,18,9,37,27,45,30,20,21,9,11,10,16,4,7,18,6,18,17,5,7
gene-SHERM_05495,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,7,3,5,0,0,10,14,23,31,32,32,28
gene-SHERM_05497,0,0,0,9,8,13,0,0,0,0,0,0,5,11,7,3,0,0,0,8,0,0,6,0,36,31,0,29,39,37
gene-SHERM_05504,22,16,4,18,20,15,6,13,14,19,12,17,10,14,16,16,0,12,10,11,0,6,0,0,79,78,74,75,33,24
gene-SHERM_05513,0,2,0,0,0,0,2,4,5,0,0,8,3,2,3,3,9,4,5,0,4,0,5,0,36,27,27,24,29,28
gene-SHERM_05514,8,0,0,0,0,0,0,0,5,0,4,0,2,4,0,0,8,0,0,0,0,0,0,0,17,14,12,25,27,41
gene-SHERM_05538,13,0,18,11,15,20,0,0,0,0,11,8,12,19,23,0,0,19,0,0,0,0,0,0,53,62,68,83,36,38
gene-SHERM_05566,0,3,0,0,0,7,5,3,1,2,7,6,0,0,0,1,2,2,1,2,0,0,0,2,0,0,0,0,0,0
gene-SHERM_05578,4,4,6,4,4,6,7,16,6,5,12,16,4,2,4,6,7,4,8,9,7,10,11,6,5,7,4,2,1,12
gene-SHERM_05580,5,6,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,40,54,42,54,43,34
gene-SHERM_05599,97,123,90,92,87,68,0,0,0,3,0,2,66,61,65,73,65,71,0,0,0,0,0,0,13,14,18,22,15,18
gene-SHERM_05607,0,0,0,6,15,0,0,0,0,0,10,14,0,0,0,0,0,0,0,16,0,0,0,0,88,99,70,106,38,39
gene-SHERM_05609,151,169,137,145,177,189,7,0,0,0,0,0,132,94,125,131,162,158,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHERM_05613,78,79,55,69,70,66,8,11,13,0,17,20,56,51,70,58,63,64,9,0,0,0,0,5,204,234,187,247,100,86
